customer_id,signup_date,age,gender,country,plan_type,monthly_fee
C002398,2021-03-19,25,Non-Binary,USA,Standard,19.99
C002399,2021-03-18,40,Female,France,Premium,39.99
C002400,2024-07-19,38,Non-Binary,Germany,Premium,39.99
C002401,2020-07-29,29,Female,France,Standard,19.99
C002402,2023-05-10,40,Male,USA,Basic,9.99
C002403,2021-02-17,31,Male,UK,Basic,9.99
C002404,2020-07-06,34,Male,UK,Enterprise,99.99
C002405,2021-11-21,58,Male,France,Basic,9.99
C002406,2020-07-16,54,Non-Binary,USA,Basic,9.99
C002407,2022-05-01,22,Non-Binary,USA,Basic,9.99
C002408,2023-02-25,47,Non-Binary,USA,Basic,9.99
C002409,2023-01-14,47,Female,Brazil,Basic,9.99
C002410,2021-03-13,24,Male,UK,Basic,9.99
C002411,2022-04-03,47,Non-Binary,UK,Basic,9.99
C002412,2022-07-28,56,Male,USA,Premium,39.99
C002413,2023-08-24,24,Non-Binary,UK,Basic,9.99
C002414,2021-03-23,26,Female,UK,Standard,19.99
C002415,2020-07-27,50,Non-Binary,Canada,Enterprise,99.99
C002416,2024-10-07,41,Non-Binary,USA,Enterprise,99.99
C002417,2023-05-13,44,Female,Brazil,Standard,19.99
C002418,2023-10-20,42,Non-Binary,USA,Basic,9.99
C002419,2024-04-08,42,Non-Binary,UK,Premium,39.99
C002420,2022-09-14,22,Male,UK,Standard,19.99
C002421,2023-04-13,50,Female,UK,Standard,19.99
C002422,2021-04-21,52,Non-Binary,Germany,Enterprise,99.99
C002423,2021-04-21,35,Male,Germany,Premium,39.99
C002424,2021-09-24,37,Male,Australia,Premium,39.99
C002425,2023-06-23,19,Male,USA,Basic,9.99
C002426,2021-08-30,44,Male,USA,Basic,9.99
C002427,2020-03-18,44,Male,Brazil,Standard,19.99
C002428,2022-06-27,37,Non-Binary,India,Basic,9.99
C002429,2021-10-12,51,Non-Binary,Australia,Basic,9.99
C002430,2024-06-09,33,Female,Germany,Basic,9.99
C002431,2020-02-18,44,Male,India,Basic,9.99
C002432,2021-05-11,25,Male,Canada,Enterprise,99.99
C002433,2023-09-23,37,Male,India,Standard,19.99
C002434,2021-03-31,35,Non-Binary,India,Standard,19.99
C002435,2021-01-10,40,Female,Germany,Basic,9.99
C002436,2022-10-03,33,Male,Brazil,Basic,9.99
C002437,2020-10-16,36,Male,USA,Basic,9.99
C002438,2023-01-29,47,Male,USA,Basic,9.99
C002439,2024-01-24,32,Female,UK,Premium,39.99
C002440,2021-05-16,18,Female,USA,Basic,9.99
C002441,2021-08-07,58,Non-Binary,UK,Standard,19.99
C002442,2021-07-10,54,Female,USA,Enterprise,99.99
C002443,2022-03-26,22,Female,USA,Standard,19.99
C002444,2022-10-31,46,Non-Binary,Australia,Premium,39.99
C002445,2024-08-05,31,Female,USA,Basic,9.99
C002446,2024-10-15,41,Male,Australia,Enterprise,99.99
C002447,2023-05-03,41,Non-Binary,USA,Premium,39.99
C002448,2021-06-10,35,Female,Canada,Standard,19.99
C002449,2022-02-07,28,Non-Binary,Germany,Basic,9.99
C002450,2020-10-06,29,Non-Binary,Canada,Basic,9.99
C002451,2021-01-23,27,Male,USA,Standard,19.99
C002452,2024-01-25,28,Female,Canada,Enterprise,99.99
C002453,2022-03-19,37,Non-Binary,UK,Standard,19.99
C002454,2023-08-05,29,Non-Binary,USA,Premium,39.99
C002455,2020-09-11,46,Female,Brazil,Basic,9.99
C002456,2024-04-11,55,Female,Brazil,Premium,39.99
C002457,2024-03-19,31,Non-Binary,UK,Premium,39.99
C002458,2023-07-24,40,Non-Binary,UK,Basic,9.99
C002459,2022-02-28,43,Female,Australia,Basic,9.99
C002460,2020-03-11,43,Female,Germany,Standard,19.99
C002461,2023-11-29,38,Non-Binary,Germany,Basic,9.99
C002462,2022-07-21,46,Non-Binary,USA,Basic,9.99
C002463,2023-03-30,43,Non-Binary,India,Basic,9.99
C002464,2024-04-27,23,Male,Germany,Enterprise,99.99
C002465,2022-03-25,48,Non-Binary,Germany,Enterprise,99.99
C002466,2022-11-27,48,Male,India,Basic,9.99
C002467,2022-05-24,28,Female,France,Standard,19.99
C002468,2022-12-27,38,Non-Binary,India,Standard,19.99
C002469,2024-02-12,46,Female,Australia,Enterprise,99.99
C002470,2020-07-01,35,Male,Germany,Premium,39.99
C002471,2021-12-06,50,Male,USA,Basic,9.99
C002472,2024-03-12,66,Female,France,Basic,9.99
C002473,2020-12-10,28,Female,USA,Basic,9.99
C002474,2023-11-27,21,Female,Canada,Standard,19.99
C002475,2024-02-10,41,Female,USA,Basic,9.99
C002476,2023-12-12,46,Male,USA,Basic,9.99
C002477,2020-08-13,35,Female,Germany,Basic,9.99
C002478,2021-02-15,55,Male,Australia,Premium,39.99
C002479,2021-01-27,21,Female,Brazil,Premium,39.99
C002480,2022-06-21,46,Non-Binary,India,Basic,9.99
C002481,2023-07-27,30,Male,USA,Basic,9.99
C002482,2020-09-12,58,Female,USA,Basic,9.99
C002483,2021-04-25,61,Female,Canada,Premium,39.99
C002484,2020-01-20,28,Male,USA,Enterprise,99.99
C002485,2023-09-24,31,Non-Binary,Australia,Basic,9.99
C002486,2021-03-08,48,Non-Binary,Australia,Basic,9.99
C002487,2022-12-01,33,Female,Brazil,Standard,19.99
C002488,2021-11-21,37,Non-Binary,UK,Basic,9.99
C002489,2021-12-03,38,Female,India,Enterprise,99.99
C002490,2023-09-24,18,Female,UK,Basic,9.99
C002491,2021-12-30,37,Female,India,Basic,9.99
C002492,2023-12-01,29,Female,France,Premium,39.99
C002493,2020-10-11,32,Male,Germany,Premium,39.99
C002494,2021-07-26,55,Non-Binary,Australia,Basic,9.99
C002495,2022-07-14,22,Non-Binary,France,Premium,39.99
C002496,2022-11-20,47,Female,France,Basic,9.99
C002497,2023-07-30,34,Female,USA,Basic,9.99
C002498,2020-04-03,34,Non-Binary,UK,Standard,19.99
C002499,2023-05-27,47,Female,UK,Standard,19.99
C002500,2020-06-15,42,Female,UK,Enterprise,99.99
C002501,2022-09-02,44,Non-Binary,India,Enterprise,99.99
C002502,2024-02-12,49,Female,USA,Basic,9.99
C002503,2020-10-20,34,Non-Binary,India,Premium,39.99
C002504,2024-01-07,30,Non-Binary,USA,Standard,19.99
C002505,2020-06-27,24,Female,India,Enterprise,99.99
C002506,2022-08-14,28,Male,India,Enterprise,99.99
C002507,2022-09-14,73,Non-Binary,Canada,Basic,9.99
C002508,2020-12-15,52,Non-Binary,France,Basic,9.99
C002509,2024-01-05,21,Male,USA,Enterprise,99.99
C002510,2022-02-24,22,Female,USA,Basic,9.99
C002511,2022-09-02,43,Non-Binary,USA,Basic,9.99
C002512,2022-12-30,44,Non-Binary,France,Basic,9.99
C002513,2023-11-17,44,Female,India,Enterprise,99.99
C002514,2024-04-18,34,Non-Binary,USA,Basic,9.99
C002515,2024-01-09,36,Non-Binary,Australia,Basic,9.99
C002516,2023-08-08,41,Non-Binary,Brazil,Standard,19.99
C002517,2021-04-22,39,Male,USA,Basic,9.99
C002518,2020-08-16,18,Male,UK,Standard,19.99
C002519,2021-01-20,35,Non-Binary,Brazil,Standard,19.99
C002520,2020-09-17,27,Female,Brazil,Standard,19.99
C002521,2020-01-04,40,Female,USA,Standard,19.99
C002522,2024-09-30,73,Female,Brazil,Basic,9.99
C002523,2022-01-17,42,Non-Binary,Brazil,Basic,9.99
C002524,2023-09-21,34,Non-Binary,Germany,Basic,9.99
C002525,2020-01-19,49,Non-Binary,India,Basic,9.99
C002526,2024-07-29,43,Female,India,Standard,19.99
C002527,2022-07-22,43,Male,Germany,Basic,9.99
C002528,2023-09-24,45,Non-Binary,USA,Basic,9.99
C002529,2022-10-25,62,Non-Binary,USA,Enterprise,99.99
C002530,2023-12-17,24,Non-Binary,Canada,Premium,39.99
C002531,2022-10-10,43,Female,France,Basic,9.99
C002532,2024-07-17,26,Female,USA,Premium,39.99
C002533,2024-10-02,44,Non-Binary,Brazil,Basic,9.99
C002534,2024-02-15,26,Male,Brazil,Premium,39.99
C002535,2024-10-20,32,Female,France,Basic,9.99
C002536,2024-07-27,34,Non-Binary,India,Basic,9.99
C002537,2020-02-14,49,Non-Binary,UK,Standard,19.99
C002538,2022-08-27,49,Female,Australia,Basic,9.99
C002539,2022-12-17,23,Non-Binary,USA,Standard,19.99
C002540,2021-02-03,38,Non-Binary,India,Basic,9.99
C002541,2020-09-25,29,Female,Australia,Standard,19.99
C002542,2024-07-06,22,Male,India,Premium,39.99
C002543,2022-07-26,35,Non-Binary,USA,Basic,9.99
C002544,2023-11-26,34,Female,USA,Basic,9.99
C002545,2021-03-22,67,Non-Binary,USA,Standard,19.99
C002546,2022-01-11,43,Non-Binary,India,Basic,9.99
C002547,2024-05-27,21,Male,UK,Enterprise,99.99
C002548,2023-10-23,31,Male,Brazil,Basic,9.99
C002549,2022-08-28,50,Male,Brazil,Basic,9.99
C002550,2022-11-21,63,Non-Binary,UK,Standard,19.99
C002551,2020-10-31,18,Non-Binary,France,Basic,9.99
C002552,2020-08-31,18,Male,UK,Basic,9.99
C002553,2023-05-05,60,Male,France,Basic,9.99
C002554,2023-11-17,42,Non-Binary,France,Premium,39.99
C002555,2024-08-02,27,Non-Binary,UK,Standard,19.99
C002556,2022-06-30,44,Female,USA,Basic,9.99
C002557,2020-09-06,18,Female,Germany,Enterprise,99.99
C002558,2021-04-05,38,Male,Germany,Enterprise,99.99
C002559,2022-09-09,41,Female,France,Basic,9.99
C002560,2023-04-29,49,Male,UK,Enterprise,99.99
C002561,2023-12-10,25,Female,USA,Basic,9.99
C002562,2021-10-28,39,Male,France,Premium,39.99
C002563,2023-01-05,26,Male,UK,Premium,39.99
C002564,2022-03-17,41,Non-Binary,India,Premium,39.99
C002565,2022-12-21,27,Female,USA,Premium,39.99
C002566,2023-01-08,33,Non-Binary,India,Standard,19.99
C002567,2024-03-23,26,Male,Brazil,Premium,39.99
C002568,2021-01-05,45,Non-Binary,France,Basic,9.99
C002569,2022-07-04,48,Female,USA,Basic,9.99
C002570,2021-02-26,35,Non-Binary,USA,Standard,19.99
C002571,2024-10-09,38,Male,USA,Basic,9.99
C002572,2021-09-03,20,Female,Brazil,Basic,9.99
C002573,2023-09-09,34,Male,USA,Basic,9.99
C002574,2022-11-29,37,Female,France,Standard,19.99
C002575,2023-03-27,69,Female,France,Standard,19.99
C002576,2021-12-22,24,Non-Binary,Canada,Basic,9.99
C002577,2020-07-21,55,Non-Binary,India,Basic,9.99
C002578,2021-01-20,49,Male,USA,Premium,39.99
C002579,2020-10-01,41,Non-Binary,Germany,Standard,19.99
C002580,2021-07-22,59,Male,France,Standard,19.99
C002581,2023-01-31,42,Female,USA,Standard,19.99
C002582,2020-11-30,42,Female,Canada,Enterprise,99.99
C002583,2023-10-17,37,Female,Brazil,Basic,9.99
C002584,2021-02-21,52,Male,Germany,Basic,9.99
C002585,2023-07-20,51,Non-Binary,Germany,Premium,39.99
C002586,2023-02-28,30,Non-Binary,Germany,Standard,19.99
C002587,2020-12-01,22,Female,India,Basic,9.99
C002588,2024-06-01,35,Female,UK,Enterprise,99.99
C002589,2021-05-21,28,Male,USA,Standard,19.99
C002590,2023-11-01,37,Non-Binary,UK,Basic,9.99
C002591,2020-07-01,52,Female,India,Premium,39.99
C002592,2020-10-26,32,Male,USA,Basic,9.99
C002593,2021-03-31,37,Female,Brazil,Premium,39.99
C002594,2020-09-09,38,Male,Canada,Premium,39.99
C002595,2023-04-20,48,Female,USA,Basic,9.99
C002596,2023-03-17,18,Female,Germany,Standard,19.99
C002597,2020-04-08,30,Male,UK,Premium,39.99
C002598,2021-01-05,40,Female,India,Standard,19.99
C002599,2024-06-03,52,Non-Binary,Germany,Premium,39.99
C002600,2022-04-04,32,Female,Germany,Basic,9.99
C002601,2023-11-07,18,Non-Binary,France,Standard,19.99
C002602,2020-10-19,45,Female,Germany,Basic,9.99
C002603,2024-01-25,30,Non-Binary,Brazil,Premium,39.99
C002604,2021-05-25,23,Non-Binary,Germany,Premium,39.99
C002605,2021-01-09,30,Female,Brazil,Premium,39.99
C002606,2022-10-25,35,Female,USA,Standard,19.99
C002607,2024-01-11,30,Male,UK,Premium,39.99
C002608,2021-09-17,18,Female,Australia,Premium,39.99
C002609,2023-07-23,48,Male,USA,Basic,9.99
C002610,2020-07-10,53,Male,Germany,Basic,9.99
C002611,2021-08-08,45,Non-Binary,Brazil,Premium,39.99
C002612,2020-01-22,24,Female,France,Enterprise,99.99
C002613,2020-10-06,35,Female,Canada,Standard,19.99
C002614,2023-10-18,37,Non-Binary,France,Standard,19.99
C002615,2023-06-16,45,Male,India,Premium,39.99
C002616,2024-01-02,46,Female,France,Premium,39.99
C002617,2021-05-15,29,Non-Binary,France,Enterprise,99.99
C002618,2022-12-17,38,Non-Binary,Germany,Standard,19.99
C002619,2020-12-11,43,Non-Binary,Brazil,Premium,39.99
C002620,2021-04-05,55,Male,USA,Premium,39.99
C002621,2022-11-18,46,Female,Brazil,Standard,19.99
C002622,2022-02-15,47,Male,UK,Basic,9.99
C002623,2023-10-22,39,Male,India,Premium,39.99
C002624,2024-10-22,54,Male,USA,Standard,19.99
C002625,2021-06-26,42,Male,USA,Standard,19.99
C002626,2022-03-17,27,Male,Brazil,Enterprise,99.99
C002627,2023-08-09,54,Non-Binary,India,Basic,9.99
C002628,2022-08-06,46,Non-Binary,India,Basic,9.99
C002629,2020-01-13,32,Non-Binary,Canada,Basic,9.99
C002630,2020-08-07,32,Male,UK,Premium,39.99
C002631,2022-04-03,41,Female,USA,Standard,19.99
C002632,2021-02-08,43,Male,Canada,Premium,39.99
C002633,2022-04-21,40,Male,India,Basic,9.99
C002634,2024-04-24,41,Non-Binary,USA,Standard,19.99
C002635,2022-02-05,58,Female,UK,Premium,39.99
C002636,2023-01-03,50,Female,USA,Standard,19.99
C002637,2024-09-15,40,Female,USA,Basic,9.99
C002638,2022-06-07,49,Male,UK,Premium,39.99
C002639,2021-02-10,25,Male,USA,Basic,9.99
C002640,2022-03-19,42,Female,Australia,Enterprise,99.99
C002641,2020-11-24,59,Non-Binary,USA,Standard,19.99
C002642,2023-09-24,35,Female,USA,Standard,19.99
C002643,2022-10-11,27,Non-Binary,France,Basic,9.99
C002644,2024-04-14,30,Female,Canada,Enterprise,99.99
C002645,2024-09-22,24,Female,USA,Enterprise,99.99
C002646,2024-06-11,28,Male,USA,Basic,9.99
C002647,2020-01-28,33,Non-Binary,USA,Standard,19.99
C002648,2021-12-01,21,Female,Brazil,Premium,39.99
C002649,2022-06-08,38,Female,USA,Standard,19.99
C002650,2024-04-07,48,Female,USA,Basic,9.99
C002651,2022-11-13,27,Male,USA,Premium,39.99
C002652,2021-06-23,56,Non-Binary,USA,Premium,39.99
C002653,2021-02-10,44,Female,France,Premium,39.99
C002654,2023-12-06,50,Non-Binary,Canada,Basic,9.99
C002655,2024-10-16,30,Non-Binary,Germany,Basic,9.99
C002656,2020-09-03,48,Male,UK,Basic,9.99
C002657,2021-01-28,24,Male,UK,Standard,19.99
C002658,2020-07-05,48,Male,UK,Standard,19.99
C002659,2023-12-04,40,Non-Binary,Brazil,Basic,9.99
C002660,2022-05-22,44,Female,USA,Standard,19.99
C002661,2020-04-15,23,Female,USA,Basic,9.99
C002662,2021-12-19,27,Non-Binary,UK,Basic,9.99
C002663,2020-04-07,45,Male,USA,Basic,9.99
C002664,2024-03-05,26,Female,USA,Standard,19.99
C002665,2023-05-27,43,Male,UK,Basic,9.99
C002666,2022-10-03,21,Female,UK,Basic,9.99
C002667,2023-10-02,48,Male,France,Premium,39.99
C002668,2020-09-23,23,Female,UK,Premium,39.99
C002669,2024-03-01,44,Non-Binary,Canada,Basic,9.99
C002670,2023-08-24,45,Female,USA,Basic,9.99
C002671,2020-08-05,29,Male,Germany,Standard,19.99
C002672,2020-03-25,44,Non-Binary,Brazil,Premium,39.99
C002673,2024-08-01,41,Male,USA,Standard,19.99
C002674,2020-07-21,31,Male,Brazil,Standard,19.99
C002675,2021-09-09,25,Non-Binary,Canada,Premium,39.99
C002676,2022-12-28,18,Non-Binary,USA,Basic,9.99
C002677,2022-05-06,42,Non-Binary,France,Premium,39.99
C002678,2024-04-04,19,Non-Binary,Brazil,Premium,39.99
C002679,2022-07-07,39,Non-Binary,France,Enterprise,99.99
C002680,2020-05-18,34,Female,UK,Enterprise,99.99
C002681,2022-10-28,46,Male,USA,Basic,9.99
C002682,2020-09-21,34,Female,USA,Standard,19.99
C002683,2024-06-14,34,Non-Binary,USA,Premium,39.99
C002684,2022-10-10,46,Non-Binary,Canada,Standard,19.99
C002685,2020-06-02,42,Male,UK,Standard,19.99
C002686,2023-02-25,41,Female,UK,Basic,9.99
C002687,2021-01-11,43,Male,USA,Basic,9.99
C002688,2023-11-27,19,Male,India,Premium,39.99
C002689,2022-07-21,47,Non-Binary,France,Standard,19.99
C002690,2021-09-13,45,Male,USA,Basic,9.99
C002691,2020-08-31,25,Male,USA,Standard,19.99
C002692,2021-08-20,35,Male,Germany,Enterprise,99.99
C002693,2021-07-22,37,Male,USA,Premium,39.99
C002694,2023-08-08,36,Male,Brazil,Basic,9.99
C002695,2020-08-25,42,Male,Germany,Standard,19.99
C002696,2022-01-25,55,Female,USA,Premium,39.99
C002697,2023-01-29,50,Female,France,Standard,19.99
C002698,2023-06-06,22,Female,UK,Basic,9.99
C002699,2024-07-29,45,Male,India,Basic,9.99
C002700,2021-07-26,53,Male,USA,Basic,9.99
C002701,2023-09-08,42,Non-Binary,USA,Premium,39.99
C002702,2022-02-21,51,Non-Binary,USA,Standard,19.99
C002703,2023-05-22,62,Non-Binary,USA,Standard,19.99
C002704,2021-10-26,50,Female,USA,Standard,19.99
C002705,2024-10-23,40,Female,USA,Basic,9.99
C002706,2024-01-27,50,Female,UK,Enterprise,99.99
C002707,2020-07-10,39,Female,USA,Basic,9.99
C002708,2024-11-01,38,Male,USA,Standard,19.99
C002709,2024-02-02,33,Male,Germany,Basic,9.99
C002710,2020-11-29,56,Male,India,Standard,19.99
C002711,2021-01-19,28,Male,USA,Standard,19.99
C002712,2022-07-20,56,Non-Binary,Brazil,Basic,9.99
C002713,2022-12-14,43,Male,France,Premium,39.99
C002714,2023-05-20,21,Male,UK,Basic,9.99
C002715,2024-08-19,42,Male,Australia,Standard,19.99
C002716,2020-03-30,18,Male,USA,Basic,9.99
C002717,2020-10-19,45,Non-Binary,Germany,Premium,39.99
C002718,2020-01-20,48,Male,Canada,Premium,39.99
C002719,2024-10-12,30,Non-Binary,USA,Basic,9.99
C002720,2024-04-04,39,Non-Binary,India,Premium,39.99
C002721,2021-09-21,61,Female,Canada,Basic,9.99
C002722,2023-01-18,31,Non-Binary,USA,Standard,19.99
C002723,2020-02-13,25,Male,USA,Basic,9.99
C002724,2022-11-13,55,Female,USA,Enterprise,99.99
C002725,2020-02-19,61,Male,UK,Basic,9.99
C002726,2023-09-04,38,Female,USA,Premium,39.99
C002727,2022-02-26,50,Non-Binary,India,Premium,39.99
C002728,2020-08-18,54,Female,USA,Basic,9.99
C002729,2020-07-27,29,Female,UK,Standard,19.99
C002730,2020-08-30,32,Female,Brazil,Enterprise,99.99
C002731,2020-03-29,52,Non-Binary,USA,Standard,19.99
C002732,2021-11-16,58,Non-Binary,USA,Standard,19.99
C002733,2023-09-28,44,Non-Binary,UK,Premium,39.99
C002734,2021-12-14,27,Male,USA,Standard,19.99
C002735,2022-01-25,61,Female,India,Premium,39.99
C002736,2020-06-05,31,Male,India,Enterprise,99.99
C002737,2024-05-11,33,Non-Binary,USA,Basic,9.99
C002738,2022-07-03,42,Non-Binary,Australia,Enterprise,99.99
C002739,2024-07-26,56,Male,USA,Standard,19.99
C002740,2024-01-28,48,Female,USA,Basic,9.99
C002741,2020-09-18,42,Male,Australia,Basic,9.99
C002742,2022-10-09,43,Female,Canada,Enterprise,99.99
C002743,2023-05-17,38,Non-Binary,UK,Premium,39.99
C002744,2023-09-01,44,Male,UK,Standard,19.99
C002745,2023-01-08,18,Non-Binary,Canada,Standard,19.99
C002746,2021-04-16,34,Female,USA,Premium,39.99
C002747,2022-12-15,40,Non-Binary,Australia,Premium,39.99
C002748,2021-03-25,24,Non-Binary,USA,Basic,9.99
C002749,2021-02-20,42,Male,UK,Standard,19.99
C002750,2020-09-30,35,Male,USA,Basic,9.99
C002751,2024-10-04,59,Male,USA,Basic,9.99
C002752,2024-10-13,56,Non-Binary,Brazil,Enterprise,99.99
C002753,2021-05-11,32,Male,India,Basic,9.99
C002754,2020-10-09,36,Male,Brazil,Premium,39.99
C002755,2022-02-12,37,Non-Binary,USA,Enterprise,99.99
C002756,2022-01-31,32,Male,France,Standard,19.99
C002757,2020-05-31,40,Female,India,Premium,39.99
C002758,2020-03-02,28,Male,UK,Basic,9.99
C002759,2020-06-06,24,Male,Germany,Premium,39.99
C002760,2020-11-02,45,Male,Canada,Basic,9.99
C002761,2022-12-16,45,Non-Binary,Brazil,Standard,19.99
C002762,2024-01-19,28,Female,UK,Standard,19.99
C002763,2020-01-28,48,Female,USA,Basic,9.99
C002764,2023-08-08,30,Male,Germany,Basic,9.99
C002765,2020-11-24,41,Male,UK,Standard,19.99
C002766,2022-07-19,47,Non-Binary,France,Basic,9.99
C002767,2023-03-17,37,Non-Binary,UK,Basic,9.99
C002768,2020-11-17,43,Female,Brazil,Standard,19.99
C002769,2020-09-13,31,Non-Binary,USA,Standard,19.99
C002770,2021-03-24,35,Female,USA,Premium,39.99
C002771,2023-02-19,35,Non-Binary,India,Premium,39.99
C002772,2022-08-17,29,Female,UK,Standard,19.99
C002773,2024-08-21,35,Female,USA,Premium,39.99
C002774,2023-08-17,19,Female,USA,Basic,9.99
C002775,2020-06-08,32,Female,Germany,Premium,39.99
C002776,2020-02-27,34,Male,USA,Standard,19.99
C002777,2020-05-13,34,Male,Germany,Premium,39.99
C002778,2021-09-25,35,Male,Germany,Standard,19.99
C002779,2020-03-07,37,Male,USA,Enterprise,99.99
C002780,2023-03-02,43,Male,Germany,Premium,39.99
C002781,2020-04-03,48,Male,UK,Enterprise,99.99
C002782,2020-01-18,30,Female,Australia,Enterprise,99.99
C002783,2022-10-21,23,Male,UK,Basic,9.99
C002784,2021-12-29,25,Male,France,Basic,9.99
C002785,2022-04-14,32,Non-Binary,Canada,Standard,19.99
C002786,2024-05-06,33,Male,USA,Premium,39.99
C002787,2022-09-03,28,Non-Binary,India,Basic,9.99
C002788,2020-11-26,22,Male,France,Basic,9.99
C002789,2023-07-05,32,Male,Brazil,Basic,9.99
C002790,2021-03-17,40,Non-Binary,France,Premium,39.99
C002791,2020-11-25,45,Non-Binary,Canada,Premium,39.99
C002792,2023-08-27,31,Non-Binary,Brazil,Basic,9.99
C002793,2024-05-27,33,Male,UK,Basic,9.99
C002794,2024-10-18,26,Female,USA,Premium,39.99
C002795,2023-10-30,37,Female,USA,Enterprise,99.99
C002796,2023-05-27,27,Male,Brazil,Standard,19.99
C002797,2022-10-15,44,Male,India,Basic,9.99
C002798,2021-09-25,18,Non-Binary,India,Premium,39.99
C002799,2020-06-27,33,Female,USA,Basic,9.99
C002800,2021-08-28,41,Male,USA,Standard,19.99
C002801,2021-12-24,40,Male,USA,Premium,39.99
C002802,2022-08-01,70,Female,Brazil,Enterprise,99.99
C002803,2024-04-11,42,Female,France,Basic,9.99
C002804,2020-09-10,25,Non-Binary,Canada,Basic,9.99
C002805,2021-08-10,36,Female,UK,Standard,19.99
C002806,2023-10-25,18,Male,UK,Standard,19.99
C002807,2023-07-03,37,Female,UK,Standard,19.99
C002808,2022-11-02,28,Female,USA,Premium,39.99
C002809,2023-10-29,48,Male,Germany,Standard,19.99
C002810,2024-02-26,31,Male,France,Standard,19.99
C002811,2020-11-12,36,Male,USA,Basic,9.99
C002812,2022-03-28,30,Male,USA,Premium,39.99
C002813,2023-10-02,58,Male,UK,Standard,19.99
C002814,2022-12-31,34,Female,USA,Basic,9.99
C002815,2020-08-09,59,Female,Australia,Basic,9.99
C002816,2021-11-04,47,Male,UK,Enterprise,99.99
C002817,2022-09-22,43,Male,France,Standard,19.99
C002818,2021-07-24,42,Female,USA,Basic,9.99
C002819,2022-08-20,42,Male,Germany,Basic,9.99
C002820,2020-03-05,18,Non-Binary,Australia,Basic,9.99
C002821,2024-07-13,34,Female,Australia,Enterprise,99.99
C002822,2021-03-13,48,Male,USA,Basic,9.99
C002823,2024-04-02,37,Non-Binary,UK,Basic,9.99
C002824,2020-12-26,21,Male,USA,Basic,9.99
C002825,2020-06-16,37,Female,India,Standard,19.99
C002826,2022-05-09,58,Non-Binary,USA,Premium,39.99
C002827,2021-01-11,52,Male,USA,Enterprise,99.99
C002828,2021-12-01,37,Female,USA,Basic,9.99
C002829,2022-05-08,49,Female,Canada,Standard,19.99
C002830,2020-11-25,33,Non-Binary,UK,Enterprise,99.99
C002831,2023-03-14,18,Female,India,Standard,19.99
C002832,2023-05-07,26,Male,USA,Standard,19.99
C002833,2023-06-16,56,Male,UK,Enterprise,99.99
C002834,2024-02-12,34,Non-Binary,India,Premium,39.99
C002835,2020-01-30,35,Male,India,Enterprise,99.99
C002836,2022-10-19,34,Female,USA,Enterprise,99.99
C002837,2022-04-12,60,Female,Canada,Basic,9.99
C002838,2022-07-11,57,Male,Germany,Standard,19.99
C002839,2023-03-30,64,Male,USA,Premium,39.99
C002840,2021-01-19,36,Female,France,Premium,39.99
C002841,2023-05-15,41,Female,USA,Basic,9.99
C002842,2021-01-26,19,Non-Binary,Germany,Basic,9.99
C002843,2024-07-24,55,Female,USA,Premium,39.99
C002844,2022-10-25,23,Male,France,Standard,19.99
C002845,2022-07-22,40,Female,UK,Basic,9.99
C002846,2023-01-15,24,Female,Canada,Premium,39.99
C002847,2020-08-20,30,Male,Canada,Basic,9.99
C002848,2023-02-06,27,Non-Binary,USA,Standard,19.99
C002849,2021-08-06,30,Non-Binary,France,Standard,19.99
C002850,2021-08-03,31,Non-Binary,Germany,Enterprise,99.99
C002851,2024-10-21,31,Male,Brazil,Premium,39.99
C002852,2020-07-31,48,Male,Germany,Standard,19.99
C002853,2022-04-22,24,Male,Canada,Premium,39.99
C002854,2023-01-20,40,Male,Germany,Standard,19.99
C002855,2024-07-08,52,Male,France,Premium,39.99
C002856,2021-03-09,31,Male,Australia,Standard,19.99
C002857,2020-08-22,29,Male,India,Enterprise,99.99
C002858,2021-12-19,35,Female,UK,Premium,39.99
C002859,2023-12-12,52,Non-Binary,UK,Enterprise,99.99
C002860,2024-05-20,40,Male,Canada,Basic,9.99
C002861,2023-09-10,31,Female,UK,Enterprise,99.99
C002862,2022-04-29,43,Non-Binary,USA,Enterprise,99.99
C002863,2022-04-29,24,Male,USA,Basic,9.99
C002864,2022-02-05,46,Non-Binary,India,Standard,19.99
C002865,2021-11-17,42,Male,Brazil,Enterprise,99.99
C002866,2021-05-10,34,Non-Binary,Brazil,Basic,9.99
C002867,2023-08-12,27,Female,India,Premium,39.99
C002868,2023-03-29,27,Female,USA,Standard,19.99
C002869,2024-01-31,44,Male,UK,Basic,9.99
C002870,2020-11-20,52,Female,USA,Premium,39.99
C002871,2020-09-15,30,Non-Binary,USA,Standard,19.99
C002872,2022-03-13,43,Non-Binary,India,Premium,39.99
C002873,2020-11-21,18,Female,USA,Basic,9.99
C002874,2022-06-14,30,Male,Germany,Standard,19.99
C002875,2020-02-26,37,Non-Binary,France,Enterprise,99.99
C002876,2020-06-10,27,Non-Binary,UK,Premium,39.99
C002877,2020-09-24,26,Female,Germany,Premium,39.99
C002878,2021-01-17,29,Male,France,Basic,9.99
C002879,2021-01-31,41,Non-Binary,India,Premium,39.99
C002880,2024-07-10,35,Female,Australia,Standard,19.99
C002881,2021-07-17,18,Male,Brazil,Standard,19.99
C002882,2023-07-31,18,Non-Binary,India,Basic,9.99
