ticket_id,customer_id,ticket_date,ticket_category,resolution_time_hrs,satisfaction_score
T002842_04,C002842,2024-06-09,feature_request,12.0,2
T002842_02,C002842,2024-09-08,account,17.5,5
T002842_03,C002842,2024-09-14,billing,13.8,5
T002845_01,C002845,2024-08-02,billing,32.0,1
T002845_02,C002845,2024-12-12,technical,15.8,1
T002846_01,C002846,2024-02-25,technical,2.1,2
T002847_04,C002847,2021-03-06,billing,24.8,3
T002847_02,C002847,2022-03-13,feature_request,13.3,2
T002847_01,C002847,2023-08-08,technical,8.5,3
T002847_03,C002847,2024-02-13,feature_request,10.2,4
T002848_01,C002848,2023-05-22,technical,23.6,1
T002849_02,C002849,2022-02-17,technical,3.1,5
T002849_01,C002849,2022-03-02,technical,7.9,4
T002852_04,C002852,2021-08-17,cancellation,15.3,4
T002852_01,C002852,2021-11-20,technical,11.5,1
T002852_03,C002852,2024-10-05,billing,1.9,2
T002852_02,C002852,2024-10-24,billing,5.1,4
T002853_01,C002853,2024-02-13,technical,6.2,4
T002854_01,C002854,2023-04-27,technical,4.3,4
T002855_02,C002855,2024-08-04,technical,2.6,2
T002855_01,C002855,2024-10-03,technical,11.3,1
T002856_02,C002856,2022-04-01,feature_request,6.2,1
T002856_03,C002856,2022-11-06,billing,9.7,2
T002856_01,C002856,2022-12-09,account,3.2,1
T002857_01,C002857,2022-02-01,account,9.5,4
T002857_02,C002857,2022-06-11,technical,19.2,1
T002858_03,C002858,2022-02-02,technical,23.3,2
T002858_01,C002858,2023-05-20,account,6.0,5
T002858_02,C002858,2024-06-12,technical,0.5,3
T002862_01,C002862,2024-08-30,billing,3.1,3
T002863_01,C002863,2023-02-06,feature_request,6.3,4
T002865_02,C002865,2024-06-06,cancellation,12.3,1
T002865_01,C002865,2024-07-20,technical,16.1,2
T002866_01,C002866,2022-10-09,technical,4.9,2
T002867_02,C002867,2023-10-06,account,13.1,2
T002867_01,C002867,2024-07-14,feature_request,10.0,1
T002867_03,C002867,2024-11-22,technical,0.8,4
T002868_02,C002868,2023-07-24,feature_request,3.1,1
T002868_01,C002868,2024-06-14,technical,2.8,1
T002869_04,C002869,2024-05-29,billing,29.7,2
T002869_03,C002869,2024-06-01,technical,5.3,1
T002869_02,C002869,2024-09-18,billing,4.4,1
T002869_01,C002869,2024-11-23,technical,4.3,3
T002870_01,C002870,2024-06-24,technical,39.4,1
T002871_02,C002871,2020-10-04,billing,15.0,5
T002871_01,C002871,2021-05-10,technical,9.5,5
T002871_04,C002871,2021-05-29,feature_request,2.2,1
T002871_03,C002871,2024-11-13,feature_request,4.7,5
T002872_01,C002872,2022-06-14,account,23.9,2
T002872_02,C002872,2022-07-18,cancellation,23.7,5
T002873_01,C002873,2022-02-01,technical,8.0,2
T002874_01,C002874,2024-02-02,technical,17.8,4
T002875_03,C002875,2021-08-25,feature_request,0.5,2
T002875_01,C002875,2022-10-20,billing,3.7,1
T002875_02,C002875,2022-12-26,account,0.9,4
T002876_03,C002876,2020-09-28,account,0.6,1
T002876_01,C002876,2021-10-31,technical,10.7,2
T002876_04,C002876,2023-11-20,feature_request,1.4,4
T002876_02,C002876,2024-11-04,cancellation,3.6,3
T002877_01,C002877,2022-01-18,technical,0.5,5
T002878_02,C002878,2021-03-28,technical,33.6,2
T002878_03,C002878,2023-06-27,technical,0.5,2
T002878_01,C002878,2024-05-07,account,5.9,5
T002879_02,C002879,2021-02-13,account,1.4,4
T002879_01,C002879,2022-10-21,technical,2.0,4
T002883_02,C002883,2024-04-19,billing,1.1,5
T002883_01,C002883,2024-11-18,technical,0.5,1
T002884_01,C002884,2021-07-06,billing,18.3,2
T002884_03,C002884,2021-08-25,billing,8.0,3
T002884_02,C002884,2022-10-30,account,7.9,5
T002884_04,C002884,2023-01-23,billing,15.3,1
T002886_04,C002886,2021-08-29,feature_request,5.1,1
T002886_01,C002886,2021-10-30,technical,2.8,2
T002886_02,C002886,2022-02-03,technical,22.5,2
T002886_03,C002886,2022-10-22,account,2.0,1
T002887_01,C002887,2023-02-27,technical,1.6,3
T002888_01,C002888,2023-08-24,billing,16.6,3
T002889_01,C002889,2021-02-11,account,8.7,3
T002889_02,C002889,2021-09-22,account,0.8,1
T002889_03,C002889,2023-04-08,cancellation,5.2,1
T002890_02,C002890,2023-07-02,account,2.7,1
T002890_03,C002890,2024-01-14,technical,0.5,4
T002890_01,C002890,2024-02-13,feature_request,30.2,2
T002891_01,C002891,2023-04-27,billing,9.1,3
T002892_01,C002892,2024-01-26,technical,40.9,5
T002892_03,C002892,2024-03-12,account,21.0,4
T002892_02,C002892,2024-09-07,technical,6.9,5
T002893_02,C002893,2024-03-01,account,15.8,3
T002893_01,C002893,2024-12-01,cancellation,4.6,5
T002894_02,C002894,2022-12-23,feature_request,24.8,2
T002894_01,C002894,2024-10-01,technical,0.9,1
T002895_03,C002895,2023-04-24,cancellation,10.6,5
T002895_02,C002895,2023-08-07,account,5.4,4
T002895_01,C002895,2023-10-30,technical,6.7,1
T002896_01,C002896,2021-08-28,billing,13.9,1
T002896_02,C002896,2023-01-26,account,49.8,3
T002897_01,C002897,2021-10-06,billing,2.9,3
T002897_03,C002897,2021-11-21,feature_request,11.0,2
T002897_02,C002897,2022-01-19,account,4.9,1
T002899_01,C002899,2024-03-06,cancellation,1.9,1
T002902_01,C002902,2024-03-31,billing,3.5,1
T002907_01,C002907,2023-04-08,billing,0.5,2
T002910_01,C002910,2021-03-07,cancellation,0.9,2
T002911_04,C002911,2022-05-16,technical,8.4,4
T002911_03,C002911,2022-07-14,feature_request,6.1,4
T002911_01,C002911,2022-08-07,billing,8.8,3
T002911_02,C002911,2022-08-09,technical,2.8,1
T002912_01,C002912,2024-06-01,cancellation,12.0,1
T002912_02,C002912,2024-08-14,technical,10.7,5
T002913_04,C002913,2020-01-28,cancellation,10.0,3
T002913_01,C002913,2022-01-06,technical,12.7,2
T002913_05,C002913,2022-06-23,account,11.8,4
T002913_03,C002913,2022-10-18,technical,16.8,1
T002913_02,C002913,2022-10-22,technical,7.5,4
T002914_01,C002914,2024-10-31,technical,1.0,3
T002915_02,C002915,2022-12-27,account,3.7,4
T002915_01,C002915,2024-11-15,feature_request,0.5,5
T002917_02,C002917,2024-09-25,feature_request,2.1,3
T002917_01,C002917,2024-11-02,account,1.0,2
T002918_01,C002918,2023-11-21,account,6.3,1
T002918_02,C002918,2024-09-14,account,2.1,5
T002919_02,C002919,2022-01-17,cancellation,1.7,2
T002919_01,C002919,2023-08-21,account,6.0,1
T002920_01,C002920,2023-10-09,billing,0.6,5
T002920_02,C002920,2024-11-28,cancellation,1.2,5
T002921_01,C002921,2022-12-17,account,14.3,3
T002924_01,C002924,2021-09-02,technical,11.5,3
T002925_02,C002925,2023-06-07,technical,2.7,1
T002925_01,C002925,2023-12-13,billing,1.9,3
T002926_02,C002926,2023-10-13,billing,17.1,1
T002926_01,C002926,2024-04-30,technical,15.7,3
T002926_03,C002926,2024-10-06,technical,2.6,2
T002930_01,C002930,2022-07-21,technical,7.9,4
T002930_02,C002930,2022-11-02,billing,12.4,5
T002931_01,C002931,2020-12-19,billing,8.8,3
T002932_04,C002932,2021-06-19,billing,3.0,5
T002932_01,C002932,2022-03-31,feature_request,13.3,4
T002932_02,C002932,2022-07-29,technical,21.9,1
T002932_03,C002932,2024-03-18,account,4.0,5
T002932_05,C002932,2024-06-01,account,5.9,2
T002933_01,C002933,2022-02-18,technical,9.9,5
T002934_02,C002934,2020-07-28,account,2.9,5
T002934_04,C002934,2022-04-25,account,3.7,2
T002934_03,C002934,2024-03-05,account,0.5,2
T002934_01,C002934,2024-10-30,feature_request,2.2,3
T002936_01,C002936,2022-08-13,billing,1.1,2
T002936_03,C002936,2022-11-19,billing,1.8,2
T002936_02,C002936,2023-05-18,cancellation,1.1,5
T002937_01,C002937,2021-02-14,feature_request,6.9,4
T002939_01,C002939,2021-06-12,technical,17.8,4
T002941_01,C002941,2023-03-01,feature_request,11.8,1
T002942_01,C002942,2023-11-09,technical,9.5,2
T002943_01,C002943,2022-03-20,billing,3.0,2
T002944_01,C002944,2021-06-16,feature_request,14.6,1
T002944_02,C002944,2022-05-20,technical,1.1,2
T002944_03,C002944,2023-01-19,feature_request,0.9,1
T002945_01,C002945,2022-02-13,technical,31.9,1
T002947_01,C002947,2023-01-09,billing,9.7,4
T002948_02,C002948,2022-10-25,account,5.1,3
T002948_01,C002948,2024-07-21,feature_request,6.7,2
T002949_02,C002949,2022-08-18,billing,5.5,3
T002949_01,C002949,2023-08-20,cancellation,13.1,3
T002950_01,C002950,2023-06-01,feature_request,1.0,3
T002951_01,C002951,2022-12-01,account,4.0,4
T002953_01,C002953,2022-12-24,technical,1.1,3
T002953_02,C002953,2023-12-11,feature_request,15.6,5
T002953_03,C002953,2024-05-30,billing,5.3,2
T002955_04,C002955,2021-11-16,account,14.2,2
T002955_01,C002955,2022-03-10,billing,4.3,4
T002955_03,C002955,2023-06-20,account,2.1,5
T002955_05,C002955,2023-09-12,billing,3.3,3
T002955_02,C002955,2024-10-31,billing,11.1,1
T002956_01,C002956,2024-06-26,technical,13.1,4
T002957_01,C002957,2021-08-19,technical,19.3,1
T002957_02,C002957,2022-03-09,feature_request,5.4,3
T002958_01,C002958,2022-11-14,feature_request,27.6,1
T002958_03,C002958,2023-01-27,technical,0.5,5
T002958_05,C002958,2024-01-13,cancellation,10.0,4
T002958_04,C002958,2024-02-27,technical,6.1,3
T002958_02,C002958,2024-07-03,technical,1.6,4
T002959_01,C002959,2024-01-03,cancellation,11.2,4
T002960_01,C002960,2024-03-11,account,7.6,5
T002960_02,C002960,2024-08-05,billing,15.9,3
T002961_01,C002961,2023-12-09,account,1.0,3
T002963_01,C002963,2024-04-25,technical,6.3,2
T002964_02,C002964,2021-11-19,technical,0.5,3
T002964_01,C002964,2022-10-13,technical,4.0,3
T002965_01,C002965,2023-06-09,billing,7.8,4
T002966_01,C002966,2020-10-06,account,7.9,2
T002966_02,C002966,2021-02-08,technical,0.9,5
T002966_03,C002966,2023-09-12,technical,5.2,3
T002967_02,C002967,2021-08-05,technical,0.5,2
T002967_01,C002967,2022-03-11,billing,0.5,5
T002967_03,C002967,2022-12-22,cancellation,2.5,1
T002968_03,C002968,2022-05-04,feature_request,2.5,2
T002968_01,C002968,2022-12-30,technical,9.5,1
T002968_02,C002968,2024-11-29,billing,5.0,2
T002970_01,C002970,2021-01-13,technical,0.5,5
T002970_03,C002970,2022-08-21,feature_request,2.8,5
T002970_02,C002970,2023-11-07,technical,22.5,2
T002971_02,C002971,2021-07-24,account,8.6,2
T002971_01,C002971,2023-06-28,account,23.6,4
T002971_03,C002971,2023-07-14,billing,2.3,1
T002972_01,C002972,2022-10-26,account,0.8,3
T002972_02,C002972,2024-08-30,feature_request,2.5,5
T002976_01,C002976,2021-06-30,technical,22.2,5
T002977_01,C002977,2021-06-26,technical,18.0,5
T002977_03,C002977,2021-10-04,billing,4.8,1
T002977_02,C002977,2022-06-11,account,6.1,1
T002978_05,C002978,2021-03-24,account,1.2,2
T002978_02,C002978,2021-10-31,billing,6.3,1
T002978_06,C002978,2021-12-02,account,0.7,3
T002978_03,C002978,2022-02-06,feature_request,8.9,5
T002978_04,C002978,2022-06-02,technical,1.9,5
T002978_01,C002978,2024-09-29,account,24.9,3
T002980_01,C002980,2023-09-14,technical,21.2,2
T002981_02,C002981,2020-09-16,technical,9.1,1
T002981_01,C002981,2023-12-03,billing,8.0,1
T002981_03,C002981,2024-04-30,account,2.2,4
T002982_01,C002982,2022-11-25,billing,7.4,3
T002983_01,C002983,2024-12-22,billing,3.4,4
T002984_04,C002984,2022-01-10,billing,16.2,4
T002984_03,C002984,2022-03-27,cancellation,11.8,3
T002984_01,C002984,2022-05-05,technical,10.5,2
T002984_02,C002984,2023-01-05,technical,8.1,4
T002986_01,C002986,2023-12-13,account,3.4,2
T002987_01,C002987,2024-07-09,account,11.4,4
T002987_02,C002987,2024-08-22,technical,7.4,4
T002988_02,C002988,2024-10-10,cancellation,21.3,1
T002988_01,C002988,2024-10-18,technical,11.3,1
T002989_02,C002989,2023-06-01,account,2.1,4
T002989_01,C002989,2024-09-25,technical,16.5,3
T002990_01,C002990,2022-07-20,technical,35.3,2
T002990_02,C002990,2023-01-17,technical,12.3,4
T002992_01,C002992,2022-10-14,billing,0.5,2
T002993_01,C002993,2024-12-28,billing,15.4,2
T002994_01,C002994,2024-10-26,account,16.0,4
T002995_01,C002995,2023-07-29,account,11.8,3
T002995_02,C002995,2024-11-08,technical,3.1,3
T002996_01,C002996,2023-01-10,billing,5.5,1
T002997_02,C002997,2023-04-18,billing,11.8,3
T002997_01,C002997,2023-08-21,technical,7.8,4
T003001_01,C003001,2024-10-09,billing,6.4,1
T003002_01,C003002,2023-12-12,feature_request,0.6,4
T003003_01,C003003,2023-06-15,cancellation,0.7,4
T003003_03,C003003,2023-08-05,technical,1.0,1
T003003_05,C003003,2023-10-03,technical,15.6,4
T003003_04,C003003,2023-12-26,technical,5.8,4
T003003_02,C003003,2024-02-28,technical,19.6,3
T003004_01,C003004,2022-11-16,technical,3.7,4
T003005_02,C003005,2021-09-08,feature_request,3.7,1
T003005_04,C003005,2023-02-16,technical,3.8,5
T003005_03,C003005,2023-02-25,account,0.5,3
T003005_01,C003005,2024-05-08,feature_request,2.6,4
T003007_01,C003007,2024-10-31,technical,2.5,5
T003008_01,C003008,2023-07-06,account,0.5,3
T003009_01,C003009,2021-12-06,account,0.5,3
T003009_02,C003009,2022-03-22,account,5.1,1
T003009_03,C003009,2022-05-10,cancellation,2.5,4
T003010_01,C003010,2021-08-17,technical,11.7,5
T003010_02,C003010,2022-05-08,technical,0.5,3
T003010_03,C003010,2022-07-20,cancellation,3.2,4
T003011_01,C003011,2022-05-27,technical,6.9,2
T003011_02,C003011,2022-10-18,technical,1.4,1
T003013_01,C003013,2024-05-27,technical,14.0,5
T003014_02,C003014,2021-05-17,technical,11.7,3
T003014_01,C003014,2022-05-15,billing,3.6,5
T003017_01,C003017,2022-09-10,billing,1.5,1
T003018_01,C003018,2024-12-14,cancellation,1.0,1
T003020_01,C003020,2024-12-21,technical,5.4,2
T003021_01,C003021,2022-09-06,billing,11.4,3
T003021_02,C003021,2023-05-04,billing,8.2,4
T003022_01,C003022,2022-05-06,technical,9.7,4
T003023_02,C003023,2024-06-15,technical,11.2,2
T003023_01,C003023,2024-10-04,cancellation,14.5,2
T003023_03,C003023,2024-12-13,cancellation,6.5,3
T003024_01,C003024,2024-04-10,technical,3.0,3
T003026_01,C003026,2022-05-19,technical,11.6,4
T003027_01,C003027,2023-01-17,technical,11.1,5
T003027_02,C003027,2024-06-28,cancellation,4.0,4
T003028_01,C003028,2021-02-17,technical,4.2,4
T003028_02,C003028,2021-04-12,technical,8.5,4
T003029_03,C003029,2022-01-04,billing,4.5,3
T003029_01,C003029,2022-11-11,technical,7.2,5
T003029_02,C003029,2023-11-01,account,4.9,4
T003030_01,C003030,2024-09-22,technical,2.9,3
T003031_01,C003031,2024-04-19,technical,0.5,3
T003034_01,C003034,2024-08-27,technical,30.5,1
T003036_01,C003036,2020-09-30,cancellation,7.5,5
T003036_02,C003036,2023-07-19,billing,5.7,3
T003039_01,C003039,2022-06-16,billing,9.4,1
T003039_02,C003039,2023-06-15,account,6.3,4
T003043_01,C003043,2022-05-27,technical,4.1,1
T003043_02,C003043,2022-09-15,technical,10.8,2
T003044_03,C003044,2021-04-05,feature_request,5.8,1
T003044_01,C003044,2021-09-13,feature_request,12.1,3
T003044_02,C003044,2023-05-25,billing,1.2,4
T003044_04,C003044,2023-06-04,account,5.9,5
T003044_05,C003044,2024-06-20,billing,32.8,1
T003045_01,C003045,2023-10-28,technical,3.1,1
T003045_02,C003045,2024-03-24,account,14.2,2
T003045_03,C003045,2024-12-14,technical,11.0,4
T003046_01,C003046,2023-12-17,cancellation,4.1,3
T003047_01,C003047,2023-02-22,account,3.7,5
T003049_01,C003049,2022-03-12,account,3.3,1
T003049_03,C003049,2023-02-22,technical,6.1,4
T003049_02,C003049,2023-12-07,billing,1.2,4
T003050_01,C003050,2022-06-02,technical,0.9,5
T003052_04,C003052,2022-01-05,feature_request,2.9,4
T003052_03,C003052,2023-09-22,feature_request,3.4,2
T003052_02,C003052,2024-03-01,billing,0.9,5
T003052_01,C003052,2024-04-19,billing,11.2,2
T003053_03,C003053,2020-09-16,billing,5.4,3
T003053_02,C003053,2021-05-24,technical,15.6,1
T003053_01,C003053,2023-11-19,technical,15.0,4
T003055_01,C003055,2022-03-30,technical,14.5,1
T003055_02,C003055,2022-07-26,technical,9.0,4
T003056_02,C003056,2022-10-29,technical,0.9,5
T003056_01,C003056,2024-12-22,billing,4.8,5
T003058_03,C003058,2024-02-26,cancellation,1.8,2
T003058_01,C003058,2024-05-25,account,1.8,5
T003058_02,C003058,2024-09-29,billing,6.6,1
T003060_02,C003060,2021-12-12,account,13.9,2
T003060_01,C003060,2022-05-10,account,2.2,2
T003060_03,C003060,2023-06-18,account,0.5,2
T003060_04,C003060,2023-09-17,technical,12.8,5
T003060_05,C003060,2024-11-02,technical,12.0,3
T003062_01,C003062,2024-02-12,account,6.9,4
T003063_01,C003063,2023-05-25,technical,5.2,1
T003063_02,C003063,2024-10-19,account,17.0,4
T003063_03,C003063,2024-12-17,account,6.6,3
T003064_02,C003064,2022-05-23,technical,1.5,1
T003064_06,C003064,2023-03-05,feature_request,7.2,3
T003064_04,C003064,2023-06-03,technical,5.4,2
T003064_03,C003064,2024-06-07,technical,1.6,4
T003064_05,C003064,2024-09-19,account,25.8,3
T003064_01,C003064,2024-12-27,technical,4.6,4
T003065_02,C003065,2024-05-22,technical,2.7,4
T003065_01,C003065,2024-09-18,technical,1.4,3
T003068_01,C003068,2022-05-20,technical,1.4,3
T003069_01,C003069,2021-04-11,account,8.0,1
T003069_04,C003069,2021-12-06,feature_request,6.5,4
T003069_02,C003069,2022-01-20,account,4.7,5
T003069_03,C003069,2022-03-28,account,1.1,4
T003069_05,C003069,2022-04-27,billing,3.5,4
T003072_01,C003072,2024-04-26,feature_request,20.0,4
T003072_02,C003072,2024-10-02,account,23.7,3
T003073_01,C003073,2024-06-22,billing,4.6,4
T003073_02,C003073,2024-07-05,cancellation,4.9,4
T003074_02,C003074,2024-03-24,account,7.2,2
T003074_01,C003074,2024-05-05,account,7.8,2
T003075_01,C003075,2024-08-11,technical,6.4,3
T003077_01,C003077,2020-12-11,feature_request,34.1,5
T003077_03,C003077,2020-12-31,technical,2.7,3
T003077_02,C003077,2023-05-25,feature_request,13.0,2
T003078_02,C003078,2022-04-11,technical,3.2,5
T003078_01,C003078,2022-09-14,billing,0.5,3
T003079_01,C003079,2024-07-05,billing,7.3,4
T003081_01,C003081,2022-01-22,account,3.0,2
T003083_03,C003083,2020-08-01,technical,28.2,1
T003083_02,C003083,2021-12-15,technical,7.6,5
T003083_01,C003083,2022-03-08,account,2.1,3
T003083_04,C003083,2023-05-14,account,7.4,1
T003084_02,C003084,2022-02-28,feature_request,29.4,2
T003084_01,C003084,2022-08-05,account,17.1,5
T003085_01,C003085,2024-08-28,technical,6.4,5
T003086_01,C003086,2024-01-13,feature_request,6.3,1
T003087_02,C003087,2022-04-07,account,25.1,3
T003087_01,C003087,2022-04-19,account,0.5,4
T003088_01,C003088,2024-10-15,technical,15.7,3
T003090_03,C003090,2020-10-21,account,19.1,4
T003090_01,C003090,2021-01-17,technical,0.5,1
T003090_02,C003090,2022-05-03,feature_request,19.6,5
T003091_01,C003091,2022-08-30,billing,5.5,3
T003092_03,C003092,2023-09-12,billing,0.7,1
T003092_02,C003092,2024-06-30,technical,1.2,2
T003092_01,C003092,2024-07-06,cancellation,9.8,2
T003093_01,C003093,2024-12-16,technical,14.1,1
T003094_01,C003094,2024-06-27,billing,61.1,1
T003095_02,C003095,2024-01-05,technical,7.2,1
T003095_01,C003095,2024-09-14,technical,1.3,3
T003097_01,C003097,2023-07-09,technical,4.6,2
T003098_01,C003098,2024-02-22,billing,11.9,2
T003099_02,C003099,2021-02-12,account,0.5,2
T003099_01,C003099,2022-12-12,technical,29.5,1
T003100_01,C003100,2023-06-12,billing,0.9,5
T003101_01,C003101,2022-12-23,feature_request,6.0,3
T003103_01,C003103,2024-10-22,account,6.0,2
T003104_01,C003104,2023-11-10,billing,3.4,1
T003105_04,C003105,2020-09-29,billing,8.8,3
T003105_05,C003105,2021-02-24,technical,7.4,4
T003105_02,C003105,2021-11-28,technical,4.3,5
T003105_03,C003105,2022-01-25,feature_request,0.5,5
T003105_01,C003105,2022-05-27,billing,19.4,5
T003107_01,C003107,2022-06-21,account,4.1,2
T003107_02,C003107,2023-10-12,account,1.9,1
T003108_02,C003108,2022-07-16,feature_request,1.0,1
T003108_03,C003108,2023-04-08,technical,9.6,1
T003108_04,C003108,2023-10-23,technical,6.7,1
T003108_01,C003108,2024-06-02,cancellation,8.1,1
T003109_03,C003109,2023-03-10,technical,1.6,1
T003109_02,C003109,2023-06-28,feature_request,9.1,4
T003109_01,C003109,2024-08-30,technical,5.3,2
T003110_01,C003110,2022-01-21,technical,9.8,4
T003110_02,C003110,2022-10-31,technical,0.6,5
T003113_01,C003113,2021-02-24,technical,7.7,4
T003113_03,C003113,2021-10-29,billing,12.6,4
T003113_04,C003113,2022-02-26,feature_request,2.2,3
T003113_02,C003113,2023-07-16,billing,0.5,4
T003114_01,C003114,2022-01-01,technical,11.5,1
T003115_01,C003115,2024-09-04,technical,6.2,4
T003116_01,C003116,2020-09-16,technical,6.2,1
T003116_03,C003116,2021-11-23,cancellation,4.3,5
T003116_02,C003116,2022-04-16,feature_request,1.6,2
T003118_03,C003118,2023-01-07,technical,32.7,3
T003118_02,C003118,2023-02-19,cancellation,6.0,3
T003118_01,C003118,2024-03-18,technical,22.6,4
T003119_01,C003119,2023-09-10,technical,17.5,3
T003120_01,C003120,2024-02-05,technical,12.5,1
T003121_01,C003121,2020-11-28,technical,10.6,5
T003121_02,C003121,2023-04-05,technical,6.8,1
T003121_03,C003121,2023-08-29,account,0.6,5
T003121_04,C003121,2024-12-14,cancellation,1.6,1
T003122_01,C003122,2023-12-27,billing,3.7,3
T003123_01,C003123,2021-05-28,account,2.3,2
T003124_03,C003124,2022-04-20,billing,11.2,4
T003124_01,C003124,2023-05-10,technical,7.1,5
T003124_02,C003124,2023-05-20,feature_request,3.7,4
T003124_04,C003124,2024-12-26,account,3.7,3
T003125_01,C003125,2021-10-12,account,6.1,3
T003125_02,C003125,2021-11-27,technical,10.1,3
T003127_01,C003127,2024-09-11,account,35.4,1
T003128_03,C003128,2022-10-04,billing,0.5,4
T003128_02,C003128,2022-11-17,account,2.5,5
T003128_05,C003128,2023-09-17,account,7.1,5
T003128_01,C003128,2023-10-07,billing,19.5,5
T003128_04,C003128,2024-03-21,billing,2.2,1
T003131_01,C003131,2023-11-23,technical,14.9,4
T003132_01,C003132,2020-09-27,technical,0.6,2
T003133_01,C003133,2024-08-01,account,3.3,2
T003135_01,C003135,2024-09-03,feature_request,3.5,3
T003138_03,C003138,2021-09-17,account,13.6,1
T003138_01,C003138,2021-12-09,technical,7.1,1
T003138_02,C003138,2024-02-18,account,2.6,3
T003139_02,C003139,2023-08-31,cancellation,15.3,2
T003139_01,C003139,2024-01-22,billing,11.2,4
T003140_03,C003140,2022-12-22,technical,19.8,1
T003140_02,C003140,2023-03-04,technical,12.6,4
T003140_01,C003140,2023-11-21,technical,13.4,5
T003141_02,C003141,2021-01-13,cancellation,22.4,3
T003141_01,C003141,2024-10-21,cancellation,0.5,1
T003142_02,C003142,2021-10-19,account,7.1,5
T003142_01,C003142,2022-03-11,billing,2.5,4
T003143_01,C003143,2023-12-22,feature_request,10.9,1
T003144_02,C003144,2022-01-13,billing,4.1,3
T003144_01,C003144,2022-10-05,account,16.5,4
T003146_02,C003146,2023-11-11,cancellation,1.0,2
T003146_01,C003146,2024-06-22,technical,2.1,1
T003146_03,C003146,2024-08-19,technical,2.2,2
T003146_04,C003146,2024-11-21,account,65.1,3
T003147_01,C003147,2023-01-03,technical,3.4,4
T003148_03,C003148,2023-06-16,billing,10.1,5
T003148_02,C003148,2023-10-29,cancellation,6.5,4
T003148_01,C003148,2024-09-29,technical,8.3,1
T003149_02,C003149,2021-08-12,technical,17.4,5
T003149_04,C003149,2022-03-17,feature_request,2.2,2
T003149_03,C003149,2022-04-07,billing,2.3,3
T003149_01,C003149,2024-01-05,account,12.0,4
T003150_01,C003150,2024-08-26,cancellation,9.3,1
T003151_01,C003151,2024-11-21,billing,5.0,4
T003152_01,C003152,2021-09-05,technical,9.9,1
T003153_04,C003153,2023-01-04,cancellation,2.4,5
T003153_03,C003153,2023-01-09,cancellation,10.0,3
T003153_01,C003153,2024-07-13,billing,12.2,1
T003153_02,C003153,2024-08-29,technical,7.5,2
T003155_02,C003155,2022-11-06,technical,7.0,1
T003155_01,C003155,2023-03-31,technical,6.4,2
T003157_01,C003157,2024-06-03,technical,5.2,2
T003158_03,C003158,2022-05-12,technical,3.5,4
T003158_01,C003158,2022-10-05,technical,15.5,1
T003158_02,C003158,2022-11-18,technical,4.4,2
T003159_01,C003159,2022-06-11,feature_request,0.5,1
T003159_02,C003159,2022-08-21,feature_request,1.5,5
T003160_01,C003160,2022-12-22,feature_request,6.7,4
T003160_02,C003160,2023-10-26,technical,0.5,4
T003161_01,C003161,2023-12-29,technical,10.7,2
T003163_01,C003163,2022-03-12,technical,11.4,4
T003164_01,C003164,2024-01-26,cancellation,10.3,2
T003165_01,C003165,2024-10-31,billing,0.5,3
T003166_01,C003166,2020-12-17,billing,4.4,3
T003169_02,C003169,2022-12-12,billing,8.8,3
T003169_01,C003169,2023-01-26,technical,10.1,5
T003171_01,C003171,2022-09-06,feature_request,8.8,2
T003171_04,C003171,2022-12-06,billing,10.6,2
T003171_03,C003171,2023-08-17,cancellation,10.8,2
T003171_02,C003171,2024-11-21,billing,5.7,2
T003174_01,C003174,2023-10-07,billing,36.6,2
T003175_01,C003175,2022-05-01,billing,3.8,1
T003175_02,C003175,2024-07-15,billing,1.6,2
T003176_01,C003176,2022-04-03,technical,1.1,1
T003176_02,C003176,2023-01-10,technical,19.2,4
T003176_04,C003176,2023-04-22,technical,4.9,5
T003176_03,C003176,2024-04-04,account,14.9,5
T003177_02,C003177,2021-01-19,billing,7.7,1
T003177_03,C003177,2023-02-24,technical,1.8,2
T003177_01,C003177,2024-12-11,cancellation,4.1,4
T003178_02,C003178,2022-12-10,technical,4.8,4
T003178_01,C003178,2024-09-30,technical,6.5,4
T003179_01,C003179,2021-09-30,account,3.9,5
T003179_02,C003179,2024-01-17,billing,2.0,2
T003181_02,C003181,2023-10-07,billing,1.9,1
T003181_01,C003181,2024-10-11,technical,23.9,1
T003184_02,C003184,2022-06-02,technical,6.1,4
T003184_01,C003184,2022-10-26,account,0.5,5
T003185_01,C003185,2024-02-28,billing,9.0,2
T003185_02,C003185,2024-04-28,feature_request,10.6,5
T003186_01,C003186,2022-09-02,technical,8.3,3
T003186_02,C003186,2024-10-18,account,11.7,4
T003187_01,C003187,2023-05-18,technical,4.0,1
T003188_01,C003188,2022-10-10,account,2.2,3
T003189_01,C003189,2020-07-23,billing,7.0,2
T003189_02,C003189,2021-04-26,technical,0.5,2
T003189_03,C003189,2021-12-16,billing,2.4,3
T003190_01,C003190,2024-10-04,billing,11.8,3
T003193_02,C003193,2023-11-08,technical,7.4,3
T003193_01,C003193,2024-01-30,billing,10.9,5
T003194_03,C003194,2024-06-02,account,0.5,5
T003194_02,C003194,2024-11-03,billing,1.3,3
T003194_01,C003194,2024-12-03,billing,17.9,4
T003195_02,C003195,2023-04-04,technical,0.5,2
T003195_01,C003195,2024-02-27,account,8.8,4
T003195_03,C003195,2024-05-29,technical,5.1,1
